algorithm,graph_size,nodes,edges,execution_time_ms,memory_usage_mb,path_length,iterations,complexity,source,timestamp
BFS,small,29,214,222.266,0.004,6,22,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,29,27,45.356,0.001,6,22,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,29,77,119.897,0.002,6,27,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,30,181,244.786,0.004,6,21,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.376073
BFS,small,30,261,255.886,0.005,5,31,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.376073
BFS,small,30,158,204.77,0.003,5,24,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,33,148,147.692,0.003,6,40,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,34,278,354.163,0.005,5,33,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,36,181,252.06,0.004,5,42,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,36,40,65.126,0.001,6,38,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,36,134,182.438,0.003,6,38,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,46,100,124.972,0.002,5,46,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,48,169,256.661,0.003,6,53,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,50,235,285.936,0.005,6,43,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,52,230,250.114,0.005,6,62,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,52,20,67.777,0.001,5,47,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.379080
BFS,small,53,68,113.085,0.002,5,51,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,56,46,102.733,0.001,6,47,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,57,55,126.066,0.002,6,49,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,57,266,340.567,0.005,5,65,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,57,298,422.351,0.006,5,62,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,58,24,71.015,0.001,6,63,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.376073
BFS,small,59,205,230.492,0.004,6,75,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.376073
BFS,small,59,172,258.164,0.004,5,53,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,61,26,97.858,0.001,5,61,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,62,255,274.191,0.005,5,78,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.376073
BFS,small,62,134,173.436,0.003,5,70,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,65,195,274.196,0.004,6,74,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,65,202,309.146,0.004,6,58,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,65,48,134.017,0.001,6,57,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,68,92,181.732,0.002,5,77,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,70,26,77.361,0.001,5,59,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,71,80,135.444,0.002,5,69,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.376073
BFS,small,71,236,300.009,0.005,6,71,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,73,203,260.723,0.004,5,87,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,74,198,220.384,0.005,6,77,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.376073
BFS,small,76,112,223.384,0.003,5,86,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,77,181,304.707,0.004,5,73,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,78,190,270.003,0.004,6,95,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,78,31,117.083,0.001,6,59,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,78,200,234.167,0.005,5,70,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,79,20,93.712,0.001,6,88,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,79,266,379.709,0.006,5,86,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.379080
BFS,small,82,218,351.752,0.004,8,81,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,84,51,124.736,0.002,7,61,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,84,280,399.527,0.005,7,106,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,84,297,318.447,0.006,6,59,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,85,75,140.803,0.002,7,104,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,85,188,283.778,0.004,6,95,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,86,142,225.393,0.003,5,95,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.376073
BFS,small,89,232,349.428,0.005,6,97,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,89,69,165.731,0.002,5,78,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,91,33,131.884,0.001,9,114,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,91,236,292.212,0.005,8,94,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,92,159,224.953,0.004,9,118,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,93,289,391.277,0.006,8,105,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,94,168,310.571,0.004,6,90,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,94,210,336.642,0.004,9,89,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,95,118,181.95,0.003,9,96,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,95,284,402.916,0.006,6,122,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,96,70,163.713,0.002,5,76,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.377081
BFS,small,97,291,448.302,0.006,8,121,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.376073
BFS,small,98,297,401.666,0.006,8,87,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,99,115,215.784,0.003,9,102,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.378081
BFS,small,100,266,315.477,0.006,8,107,O(V+E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.376073
Bellman-Ford,large,1152,42446,111113.055,0.605,5,2237,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,1238,25285,84491.029,0.38,13,1912,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,1272,49438,177769.754,0.68,20,1438,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,1338,49387,175781.995,0.663,17,2469,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,1491,48488,162900.257,0.704,16,2682,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,1772,44589,166832.729,0.577,18,1925,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.400127
Bellman-Ford,large,1799,15802,62263.712,0.251,7,2653,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,1851,10655,37715.941,0.17,9,3331,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,large,1858,21004,61517.387,0.315,17,2161,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,1864,5746,27042.511,0.099,7,2892,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,1972,45285,122134.453,0.575,17,3503,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.400127
Bellman-Ford,large,2011,31549,120029.851,0.418,16,3284,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,2311,40238,132919.786,0.582,15,3182,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,2368,44002,123228.264,0.593,5,3741,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,2493,28924,112132.488,0.396,5,3202,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,2831,9321,36741.705,0.149,17,3420,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,2967,24902,80320.462,0.355,9,3494,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,2994,41952,126410.394,0.608,10,5157,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,3048,11076,35317.934,0.184,11,3550,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,large,3104,49990,174460.189,0.638,17,4222,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,3559,32557,120571.992,0.462,13,3837,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,3717,8208,41337.026,0.136,9,4785,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,3725,46033,140434.241,0.648,15,6997,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,3842,32780,131173.744,0.446,17,4763,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,3941,44086,119306.769,0.688,7,7205,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,4084,37951,107133.345,0.588,20,4557,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,4353,41483,123344.604,0.59,11,7554,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,4627,29418,102477.467,0.437,8,8896,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,4703,8908,45541.126,0.164,5,8010,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,4805,42514,162284.58,0.633,12,8740,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.400127
Bellman-Ford,large,4811,5197,28347.702,0.097,7,7968,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,4869,27488,81478.888,0.396,13,5374,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.400127
Bellman-Ford,large,5044,42221,148769.21,0.666,15,9174,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,large,5105,37274,129539.542,0.503,19,7519,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,5222,28593,117722.045,0.45,15,6682,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,5242,37712,108884.315,0.591,5,7269,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,5265,47632,150914.591,0.743,7,8539,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,5434,13938,66076.589,0.216,6,7999,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,6262,16035,71438.015,0.246,5,9477,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,6302,33512,127149.031,0.513,6,8433,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,6325,26872,117195.062,0.439,8,7560,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,large,6450,37312,126590.343,0.534,13,11077,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,6534,28729,116823.489,0.418,17,9849,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,6546,14291,56761.536,0.238,17,9032,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,large,6625,37456,114951.631,0.589,19,11845,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,6667,9367,57582.495,0.158,6,9996,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.400127
Bellman-Ford,large,6760,24441,102742.846,0.35,12,7267,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,large,6812,9292,51526.389,0.161,9,8693,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,6877,41721,172672.051,0.563,18,9455,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,6968,29790,112161.885,0.495,13,11012,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,large,7009,5670,34628.166,0.117,7,7396,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,7282,46349,151615.364,0.671,8,8682,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,7290,31363,93385.499,0.51,13,9797,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,7313,35913,109508.487,0.588,17,10495,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,7403,18188,90642.41,0.329,5,11296,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,7414,45980,135144.499,0.657,8,10386,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,7676,36998,121840.815,0.505,19,9225,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,7918,46247,189285.08,0.679,13,12095,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,7921,44025,162764.632,0.644,5,15376,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.400127
Bellman-Ford,large,8173,49143,198902.63,0.666,16,15420,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,large,8313,13838,68241.743,0.257,19,14190,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,8466,26762,110255.916,0.419,15,15407,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,8500,11738,55734.788,0.236,9,9526,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,8641,13767,56986.745,0.226,8,13038,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.400127
Bellman-Ford,large,8671,10624,63990.92,0.187,14,11621,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,8749,35556,145214.267,0.581,9,15364,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,8752,31980,146186.204,0.539,18,9469,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,8796,42229,149816.161,0.644,8,11263,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,8938,22352,90617.056,0.352,5,14994,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,9061,36906,152278.06,0.609,9,14160,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.400127
Bellman-Ford,large,9204,16096,73004.927,0.297,20,15292,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,9235,29112,105699.249,0.468,18,12657,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,9379,5483,49187.574,0.142,14,11143,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,9387,49762,201170.736,0.701,16,17329,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,9414,48940,209820.34,0.711,18,15439,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,large,9696,20535,79595.732,0.365,14,17471,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,9787,48198,205598.404,0.675,19,13946,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.399126
Bellman-Ford,large,9863,40852,175497.056,0.581,17,10410,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.398119
Bellman-Ford,medium,122,3439,12278.808,0.051,6,200,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,125,2552,9083.78,0.036,6,187,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
Bellman-Ford,medium,132,2244,6467.241,0.03,13,166,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,147,2505,7137.036,0.033,9,231,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.396605
Bellman-Ford,medium,155,4092,13177.363,0.059,14,233,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,163,4609,11998.171,0.063,8,279,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,168,2034,6046.012,0.027,9,266,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.396605
Bellman-Ford,medium,172,1719,6523.018,0.025,12,281,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.396605
Bellman-Ford,medium,175,4673,15502.313,0.062,7,236,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,177,1073,4136.347,0.017,6,293,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,197,3641,10892.77,0.051,8,240,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,203,4295,15731.529,0.06,16,329,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,218,754,3365.377,0.011,7,365,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,221,1733,5484.928,0.025,20,234,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
Bellman-Ford,medium,229,2062,7369.554,0.03,14,336,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,236,1956,7555.738,0.028,13,382,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,240,816,3566.502,0.014,8,381,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,253,1727,7123.474,0.027,14,417,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.396605
Bellman-Ford,medium,259,837,2661.173,0.012,18,489,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,260,1475,5822.938,0.022,15,393,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.396605
Bellman-Ford,medium,263,426,1834.454,0.008,11,348,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,273,701,2452.452,0.012,10,517,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,281,1396,4217.062,0.022,8,428,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,288,2384,6968.134,0.036,17,512,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,317,3872,13133.086,0.053,11,479,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,318,4544,15274.592,0.06,16,489,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,321,2601,9254.872,0.038,6,457,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,324,4135,15541.962,0.058,18,436,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,331,2915,8094.226,0.046,18,502,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,333,3425,13453.425,0.051,9,429,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,341,385,2059.085,0.008,10,585,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,345,535,2114.556,0.011,18,540,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
Bellman-Ford,medium,365,926,3578.088,0.015,11,662,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
Bellman-Ford,medium,365,3851,13916.08,0.054,5,394,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,382,2275,6480.415,0.032,20,473,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.396605
Bellman-Ford,medium,393,3092,9710.033,0.041,15,560,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,407,2443,6963.611,0.039,19,453,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,458,4985,17648.236,0.071,11,572,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
Bellman-Ford,medium,466,1512,6566.854,0.022,20,649,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
Bellman-Ford,medium,468,3234,12804.418,0.044,14,788,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,479,4367,13538.484,0.058,6,543,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,487,2354,7890.671,0.034,5,602,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
Bellman-Ford,medium,488,633,3704.562,0.012,8,724,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,497,4120,15470.185,0.063,12,656,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,512,2254,7810.247,0.034,6,867,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
Bellman-Ford,medium,514,879,4211.872,0.016,13,824,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.396605
Bellman-Ford,medium,524,1134,5716.903,0.019,12,736,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
Bellman-Ford,medium,524,3519,10835.519,0.056,10,678,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,538,353,2786.54,0.009,16,1029,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,552,2677,10992.949,0.044,12,613,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.396605
Bellman-Ford,medium,557,3524,10927.983,0.053,11,962,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,569,818,4920.151,0.015,8,697,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,573,2675,11230.096,0.044,18,904,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.396605
Bellman-Ford,medium,592,4673,16341.155,0.071,16,844,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,597,1546,6679.009,0.025,8,969,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.396605
Bellman-Ford,medium,598,2651,9744.602,0.041,16,728,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
Bellman-Ford,medium,600,2861,11465.559,0.048,9,950,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.396605
Bellman-Ford,medium,604,411,3040.873,0.01,10,895,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.395605
Bellman-Ford,medium,642,1836,8127.572,0.028,13,1022,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,649,3638,10549.003,0.052,5,967,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
Bellman-Ford,medium,677,3669,12930.863,0.06,14,946,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.397111
Bellman-Ford,medium,697,1561,8020.864,0.028,13,1309,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
Bellman-Ford,medium,726,2460,10976.73,0.038,14,1225,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.396605
Bellman-Ford,medium,747,2571,11339.07,0.043,17,1306,O(VE),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.394605
